,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
5947,25-39,154.959999999031,survived,airbag,belted,1,f,20,2001,1995.0,deploy,driver,1,3.0,76:49:1
5948,25-39,154.959999999031,survived,none,belted,1,f,24,2001,1995.0,unavail,pass,0,3.0,76:49:1
5949,25-39,154.959999999031,survived,none,belted,1,m,41,2001,1982.0,unavail,driver,0,1.0,76:49:2
5950,10-24,171.48899999819704,survived,none,belted,1,m,48,2001,1988.0,unavail,driver,0,3.0,76:55:1
5951,10-24,171.48899999819704,survived,none,belted,1,m,25,2001,1988.0,unavail,pass,0,0.0,76:55:1
5952,10-24,178.65099999867405,survived,none,belted,1,f,52,2001,1992.0,unavail,driver,0,0.0,76:57:1
5953,10-24,178.65099999867405,survived,none,belted,1,m,62,2001,1992.0,unavail,pass,0,2.0,76:57:1
5954,1-9km/h,178.65099999867405,survived,airbag,none,1,f,63,2001,2001.0,deploy,driver,1,3.0,76:57:2
5955,1-9km/h,178.65099999867405,survived,airbag,none,1,f,16,2001,2001.0,deploy,pass,1,3.0,76:57:2
5956,25-39,178.65099999867405,survived,airbag,none,1,m,48,2001,2000.0,deploy,driver,1,2.0,76:58:1
5957,10-24,178.65099999867405,survived,airbag,belted,0,m,67,2001,1999.0,nodeploy,driver,0,3.0,76:58:2
5958,10-24,178.65099999867405,survived,airbag,belted,0,f,64,2001,1999.0,nodeploy,pass,0,3.0,76:58:2
5959,10-24,141.481999998912,survived,airbag,belted,0,m,28,2001,1999.0,deploy,driver,1,0.0,76:62:1
5960,10-24,141.481999998912,survived,airbag,belted,0,f,31,2001,1999.0,deploy,pass,1,3.0,76:62:1
5961,10-24,141.481999998912,survived,airbag,belted,1,f,37,2001,1999.0,deploy,driver,1,1.0,76:62:2
5962,10-24,141.481999998912,survived,airbag,belted,1,m,39,2001,1999.0,deploy,pass,1,3.0,76:62:2
5963,10-24,251.59699999913602,survived,none,none,1,f,32,2001,1980.0,unavail,driver,0,0.0,76:66:1
5964,10-24,266.001999996603,survived,airbag,none,1,m,20,2001,1996.0,nodeploy,driver,0,0.0,76:71:1
5965,10-24,266.001999996603,survived,airbag,none,1,m,37,2001,1996.0,nodeploy,pass,0,0.0,76:71:1
5966,10-24,266.001999996603,survived,airbag,belted,0,m,83,2001,1998.0,deploy,driver,1,1.0,76:71:2
5967,10-24,261.309999998659,survived,airbag,none,1,f,50,2001,2001.0,nodeploy,driver,0,1.0,76:80:1
5968,10-24,572.832999996841,survived,none,none,0,f,38,2001,1981.0,unavail,driver,0,0.0,76:83:2
5969,10-24,572.832999996841,survived,none,none,0,f,26,2001,1981.0,unavail,pass,0,1.0,76:83:2
5970,40-54,109.99499999918,survived,airbag,none,1,m,19,2001,2001.0,deploy,driver,1,2.0,76:85:1
5971,25-39,109.99499999918,survived,none,belted,1,m,26,2001,1991.0,unavail,driver,0,2.0,76:85:2
5972,25-39,109.99499999918,survived,none,belted,1,m,20,2001,1991.0,unavail,pass,0,0.0,76:85:2
5973,10-24,1912.2379999905802,survived,airbag,belted,1,f,78,2001,2000.0,nodeploy,driver,0,0.0,76:87:2
5974,25-39,109.99499999918,survived,airbag,none,0,f,17,2001,1998.0,deploy,driver,1,0.0,76:88:1
5975,25-39,109.99499999918,survived,airbag,none,0,f,18,2001,1998.0,deploy,pass,1,3.0,76:88:1
5976,25-39,109.99499999918,survived,none,none,1,m,33,2001,1972.0,unavail,driver,0,3.0,76:88:2
5977,25-39,109.99499999918,survived,none,none,1,f,19,2001,1972.0,unavail,pass,0,3.0,76:88:2
5978,55+,154.959999999031,survived,none,none,1,m,49,2001,1994.0,unavail,driver,0,3.0,76:91:2
5979,55+,154.959999999031,survived,none,none,1,f,52,2001,1994.0,unavail,pass,0,3.0,76:91:2
5980,25-39,320.698999997228,survived,airbag,belted,1,m,39,2001,2001.0,deploy,driver,1,2.0,76:92:1
5981,40-54,109.99499999918,survived,airbag,none,1,m,66,2001,1990.0,deploy,driver,1,3.0,76:94:1
5982,40-54,109.99499999918,survived,airbag,belted,1,m,60,2001,2001.0,deploy,driver,1,3.0,76:94:2
5983,40-54,109.99499999918,survived,airbag,belted,1,f,59,2001,2001.0,deploy,pass,1,3.0,76:94:2
5984,10-24,701.969999998808,survived,none,belted,1,f,16,2001,1992.0,unavail,driver,0,1.0,76:97:1
5985,10-24,701.969999998808,survived,airbag,none,0,f,22,2001,1994.0,nodeploy,driver,0,1.0,76:97:2
5986,25-39,154.959999999031,survived,none,none,1,f,30,2001,1993.0,unavail,driver,0,3.0,76:100:1
5987,40-54,154.959999999031,survived,none,none,0,f,28,2001,1980.0,unavail,driver,0,3.0,76:100:2
5988,10-24,179.14999999851003,survived,airbag,belted,1,f,21,2001,1996.0,deploy,driver,1,1.0,76:108:2
5989,55+,124.121999999508,Not_Survived,airbag,belted,1,m,56,2001,2001.0,deploy,driver,1,4.0,76:111:1
5990,40-54,124.121999999508,survived,none,belted,1,f,49,2001,1994.0,unavail,driver,0,3.0,76:111:2
5991,40-54,124.121999999508,survived,none,belted,1,m,55,2001,1994.0,unavail,pass,0,2.0,76:111:2
5992,25-39,28215.769999980897,survived,none,belted,1,m,35,2001,1987.0,unavail,driver,0,0.0,76:113:2
5993,25-39,28215.769999980897,survived,none,belted,1,f,37,2001,1987.0,unavail,pass,0,1.0,76:113:2
5994,55+,124.121999999508,survived,airbag,belted,1,m,23,2001,1995.0,deploy,driver,1,3.0,76:114:1
5995,55+,124.121999999508,survived,airbag,belted,1,f,44,2001,1997.0,deploy,driver,1,3.0,76:114:2
5996,55+,124.121999999508,Not_Survived,airbag,belted,1,m,52,2001,1997.0,deploy,pass,1,4.0,76:114:2
5997,25-39,409.781999997795,survived,none,belted,1,m,81,2001,1986.0,unavail,driver,0,0.0,76:120:1
5998,25-39,409.781999997795,survived,airbag,belted,0,m,73,2001,2001.0,nodeploy,driver,0,1.0,76:120:2
5999,25-39,409.781999997795,survived,airbag,belted,0,f,77,2001,2001.0,nodeploy,pass,0,0.0,76:120:2
6000,55+,1676.8449999988095,survived,none,none,0,m,20,2001,1981.0,unavail,driver,0,1.0,76:122:1
6001,25-39,1676.8449999988095,survived,airbag,belted,1,f,31,2001,2000.0,deploy,driver,1,1.0,76:122:2
6002,25-39,109.99499999918,survived,none,none,1,f,26,2001,1988.0,unavail,driver,0,3.0,76:125:1
6003,25-39,109.99499999918,survived,airbag,none,1,f,32,2001,1999.0,deploy,driver,1,2.0,76:125:2
6004,25-39,109.99499999918,survived,airbag,none,1,m,67,2001,1999.0,deploy,pass,1,3.0,76:125:2
6005,25-39,109.99499999918,survived,airbag,belted,1,m,17,2001,2001.0,deploy,driver,1,2.0,76:125:3
6006,25-39,109.99499999918,survived,airbag,none,1,m,16,2001,2001.0,deploy,pass,1,2.0,76:125:3
6007,25-39,154.959999999031,survived,airbag,none,1,f,18,2001,1995.0,deploy,driver,1,3.0,76:126:1
6008,10-24,154.959999999031,survived,airbag,none,1,f,18,2001,1997.0,deploy,driver,1,3.0,76:127:1
6009,10-24,154.959999999031,survived,none,belted,1,m,47,2001,1988.0,unavail,driver,0,0.0,76:127:2
6010,10-24,1390.49299998581,survived,airbag,belted,1,m,60,2001,1993.0,deploy,driver,1,0.0,76:128:1
6011,25-39,249.55099999904598,survived,airbag,belted,1,f,53,2001,1998.0,deploy,driver,1,1.0,76:132:1
6012,10-24,1409.68799999356,survived,none,none,1,f,48,2001,1992.0,unavail,driver,0,0.0,76:134:1
6013,10-24,1409.68799999356,survived,none,none,1,f,22,2001,1992.0,unavail,pass,0,0.0,76:134:1
6014,10-24,1409.68799999356,survived,airbag,belted,0,f,47,2001,1999.0,nodeploy,driver,0,0.0,76:134:2
6015,25-39,354.987999998033,Not_Survived,none,none,1,m,88,2001,1986.0,unavail,driver,0,3.0,76:138:1
6016,25-39,354.987999998033,Not_Survived,none,none,1,f,86,2001,1986.0,unavail,pass,0,3.0,76:138:1
6017,25-39,354.987999998033,survived,none,none,1,m,63,2001,1989.0,unavail,driver,0,3.0,76:138:2
6018,25-39,956.6619999930259,survived,none,none,1,m,36,2001,1986.0,unavail,driver,0,0.0,76:139:1
6019,25-39,956.6619999930259,survived,none,none,1,m,62,2001,1985.0,unavail,driver,0,2.0,76:139:2
6020,25-39,124.121999999508,Not_Survived,airbag,belted,1,m,21,2001,1997.0,deploy,driver,1,4.0,76:141:1
6021,25-39,124.121999999508,survived,airbag,belted,1,m,37,2001,1997.0,deploy,pass,1,3.0,76:141:1
6022,25-39,1905.4279999882,survived,airbag,belted,1,f,17,2001,1996.0,deploy,driver,1,0.0,76:145:1
6023,10-24,1905.4279999882,survived,none,none,0,m,58,2001,1994.0,unavail,driver,0,0.0,76:145:2
6024,25-39,575.271999999881,survived,airbag,belted,1,f,18,2001,1996.0,deploy,driver,1,3.0,78:1:1
6025,10-24,45.5749999997206,survived,none,belted,1,m,20,2001,1983.0,unavail,driver,0,0.0,78:2:1
6026,10-24,45.5749999997206,survived,airbag,belted,1,f,40,2001,1998.0,nodeploy,driver,0,3.0,78:2:2
6027,10-24,45.5749999997206,survived,airbag,belted,1,f,62,2001,1998.0,nodeploy,pass,0,3.0,78:2:2
6028,10-24,94.5359999993816,survived,none,belted,1,m,37,2001,1993.0,unavail,driver,0,0.0,78:4:1
6029,10-24,94.5359999993816,survived,airbag,belted,1,f,22,2001,2000.0,deploy,driver,1,3.0,78:4:2
6030,40-54,63.25699999975039,survived,none,belted,1,m,88,2001,1989.0,unavail,driver,0,3.0,78:5:1
6031,40-54,63.25699999975039,Not_Survived,none,belted,1,f,87,2001,1989.0,unavail,pass,0,4.0,78:5:1
6032,40-54,63.25699999975039,survived,airbag,belted,0,f,33,2001,1997.0,nodeploy,driver,0,1.0,78:5:2
6033,10-24,128.293999999762,survived,airbag,belted,0,m,82,2001,2000.0,nodeploy,driver,0,3.0,78:6:2
6034,1-9km/h,1039.20199999213,survived,airbag,belted,1,m,17,2001,1997.0,deploy,driver,1,2.0,78:7:1
6035,1-9km/h,1039.20199999213,survived,none,belted,0,m,19,2001,1991.0,unavail,driver,0,2.0,78:7:2
6036,25-39,194.329999998212,survived,none,none,0,m,86,2001,1992.0,unavail,driver,0,3.0,78:9:1
6037,25-39,194.329999998212,survived,none,belted,1,m,81,2001,1994.0,unavail,driver,0,0.0,78:9:2
6038,25-39,194.329999998212,survived,none,belted,1,f,80,2001,1994.0,unavail,pass,0,0.0,78:9:2
6039,10-24,354.416999999434,survived,none,none,1,f,33,2001,1987.0,unavail,driver,0,3.0,78:11:1
6040,10-24,354.416999999434,survived,airbag,belted,0,f,39,2001,1995.0,nodeploy,driver,0,3.0,78:11:2
6041,25-39,354.416999999434,survived,none,belted,1,m,46,2001,1991.0,unavail,driver,0,0.0,78:12:1
6042,25-39,354.416999999434,survived,none,belted,1,f,29,2001,1991.0,unavail,pass,0,3.0,78:12:1
6043,25-39,354.416999999434,survived,airbag,belted,1,m,26,2001,1999.0,deploy,driver,1,2.0,78:12:2
6044,25-39,132.037999998778,survived,none,belted,0,m,20,2001,1988.0,unavail,driver,0,0.0,78:16:1
6045,25-39,132.037999998778,survived,none,belted,0,m,21,2001,1988.0,unavail,pass,0,1.0,78:16:1
6046,10-24,132.037999998778,survived,airbag,belted,1,f,64,2001,1998.0,deploy,driver,1,3.0,78:16:2
6047,10-24,132.037999998778,survived,airbag,belted,1,f,67,2001,1998.0,deploy,pass,1,3.0,78:16:2
6048,10-24,130.979999998584,survived,airbag,belted,0,m,17,2001,1994.0,deploy,driver,1,3.0,78:21:1
6049,25-39,130.979999998584,survived,airbag,belted,1,m,64,2001,1994.0,deploy,driver,1,0.0,78:21:2
6050,25-39,130.979999998584,survived,airbag,belted,1,f,63,2001,1994.0,deploy,pass,1,1.0,78:21:2
6051,10-24,130.979999998584,survived,airbag,none,0,f,19,2001,1997.0,deploy,driver,1,2.0,78:22:1
6052,10-24,130.979999998584,survived,none,belted,1,m,17,2001,1996.0,unavail,driver,0,3.0,78:22:2
6053,25-39,64.2059999993071,survived,none,none,1,m,52,2001,1969.0,unavail,driver,0,3.0,78:24:1
6054,25-39,64.2059999993071,survived,none,none,1,m,48,2001,1969.0,unavail,pass,0,3.0,78:24:1
6055,25-39,1354.67299999297,survived,airbag,none,1,m,24,2001,1992.0,deploy,driver,1,2.0,78:25:1
6056,10-24,45.5749999997206,survived,airbag,belted,1,f,20,2001,1998.0,deploy,driver,1,3.0,78:26:1
6057,25-39,45.5749999997206,survived,none,belted,1,f,37,2001,1993.0,unavail,driver,0,3.0,78:26:2
6058,25-39,148.957999998704,survived,none,none,1,f,30,2001,1989.0,unavail,driver,0,3.0,78:27:1
6059,25-39,148.957999998704,survived,none,belted,1,m,76,2001,1989.0,unavail,driver,0,3.0,78:27:3
6060,25-39,148.957999998704,survived,none,belted,1,f,74,2001,1989.0,unavail,pass,0,3.0,78:27:3
6061,10-24,2015.42599999905,survived,none,belted,1,m,17,2001,1993.0,unavail,driver,0,0.0,78:28:1
6062,10-24,2015.42599999905,survived,none,belted,1,m,17,2001,1993.0,unavail,pass,0,0.0,78:28:1
6063,40-54,64.2059999993071,survived,none,belted,1,m,30,2001,1993.0,unavail,driver,0,3.0,78:29:1
6064,40-54,64.2059999993071,survived,none,belted,1,m,36,2001,1986.0,unavail,driver,0,3.0,78:29:2
6065,40-54,64.2059999993071,survived,none,none,1,f,31,2001,1986.0,unavail,pass,0,3.0,78:29:2
6066,10-24,203.006999999285,survived,airbag,belted,1,m,42,2001,2000.0,nodeploy,driver,0,2.0,78:30:1
6067,1-9km/h,955.5899999961259,survived,airbag,belted,0,m,43,2001,1996.0,nodeploy,driver,0,0.0,78:31:1
6068,25-39,71.2689999993891,survived,none,none,1,m,18,2001,1994.0,unavail,driver,0,3.0,78:33:1
6069,10-24,71.2689999993891,survived,airbag,none,1,f,34,2001,1998.0,deploy,driver,1,3.0,78:34:1
6070,25-39,71.2689999993891,survived,none,none,0,m,53,2001,1993.0,unavail,driver,0,3.0,78:34:2
6071,10-24,123.394999999553,survived,airbag,none,1,f,75,2001,1999.0,deploy,driver,1,3.0,78:36:1
6072,10-24,123.394999999553,survived,none,none,0,m,60,2001,1985.0,unavail,driver,0,2.0,78:36:2
6073,10-24,123.394999999553,survived,none,belted,0,f,53,2001,1985.0,unavail,pass,0,2.0,78:36:2
6074,10-24,98.87699999939647,survived,airbag,none,1,f,18,2001,1996.0,deploy,driver,1,3.0,78:41:2
6075,10-24,80.8989999992773,survived,none,belted,1,m,47,2001,1982.0,unavail,driver,0,3.0,78:43:1
6076,10-24,190.04899999871898,survived,none,belted,1,f,83,2001,1987.0,unavail,driver,0,3.0,78:47:1
6077,40-54,51.42799999983979,Not_Survived,airbag,belted,0,m,78,2001,1998.0,deploy,driver,1,4.0,78:53:1
6078,10-24,45.5749999997206,survived,airbag,belted,0,m,28,2001,1999.0,nodeploy,driver,0,0.0,78:54:3
6079,10-24,1251.0199999958302,survived,airbag,belted,1,f,19,2001,1998.0,nodeploy,driver,0,0.0,78:55:1
6080,10-24,8443.511999964709,survived,none,none,0,m,48,2001,1981.0,unavail,driver,0,2.0,78:56:1
6081,10-24,8443.511999964709,survived,none,none,0,f,48,2001,1981.0,unavail,pass,0,2.0,78:56:1
6082,10-24,8443.511999964709,survived,none,none,1,f,44,2001,1979.0,unavail,driver,0,2.0,78:56:2
6083,10-24,167.014999998733,survived,airbag,belted,0,f,75,2001,1994.0,nodeploy,driver,0,3.0,78:60:1
6084,40-54,375.305999998003,survived,none,belted,1,m,37,2001,1984.0,unavail,driver,0,2.0,78:61:2
6085,25-39,190.04899999871898,survived,airbag,belted,1,f,18,2001,1996.0,deploy,driver,1,3.0,78:67:1
6086,10-24,190.04899999871898,survived,airbag,belted,1,f,22,2001,1995.0,deploy,driver,1,3.0,78:67:2
6087,55+,51.42799999983979,survived,none,belted,0,m,37,2001,1988.0,unavail,pass,0,3.0,78:68:2
6088,10-24,70.9119999995455,survived,airbag,none,0,f,72,2001,1996.0,nodeploy,driver,0,3.0,78:72:1
6089,25-39,70.9119999995455,survived,airbag,belted,1,f,31,2001,1998.0,deploy,driver,1,3.0,78:72:2
6090,25-39,45.5749999997206,survived,airbag,belted,1,f,57,2001,1998.0,deploy,driver,1,3.0,78:74:1
6091,10-24,45.5749999997206,survived,airbag,belted,0,m,25,2001,1995.0,nodeploy,driver,0,3.0,78:74:2
6092,25-39,45.5749999997206,survived,airbag,belted,0,f,20,2001,1998.0,nodeploy,driver,0,3.0,78:75:1
6093,25-39,45.5749999997206,survived,airbag,belted,1,m,31,2001,1997.0,deploy,driver,1,2.0,78:75:2
6094,10-24,213.163999998942,survived,airbag,belted,1,m,22,2001,1997.0,deploy,driver,1,3.0,78:76:1
6095,10-24,45.5749999997206,survived,airbag,belted,0,m,87,2001,1995.0,nodeploy,driver,0,0.0,78:78:1
6096,25-39,45.5749999997206,survived,airbag,belted,1,f,27,2001,1998.0,deploy,driver,1,3.0,78:78:2
6097,40-54,295.346999999136,survived,none,none,1,m,28,2001,1986.0,unavail,driver,0,3.0,78:79:1
6098,25-39,295.346999999136,survived,airbag,belted,1,f,27,2001,1997.0,nodeploy,driver,0,3.0,78:79:2
6099,25-39,295.346999999136,survived,airbag,belted,1,m,23,2001,1997.0,nodeploy,pass,0,0.0,78:79:2
6100,10-24,64.2059999993071,survived,airbag,belted,0,f,21,2001,1997.0,nodeploy,driver,0,3.0,78:83:1
6101,10-24,64.2059999993071,survived,airbag,belted,1,f,29,2001,2000.0,deploy,driver,1,3.0,78:83:2
6102,1-9km/h,51.42799999983979,survived,none,belted,1,f,47,2001,1993.0,unavail,driver,0,2.0,78:86:2
6103,25-39,45.5749999997206,survived,airbag,none,1,m,21,2001,2001.0,deploy,driver,1,3.0,78:87:1
6104,25-39,45.5749999997206,survived,airbag,belted,1,m,29,2001,2001.0,deploy,pass,1,2.0,78:87:1
6105,10-24,45.5749999997206,survived,none,belted,1,m,26,2001,1994.0,unavail,driver,0,2.0,78:87:2
6106,55+,61.584999999962704,survived,airbag,belted,1,m,34,2001,1996.0,deploy,driver,1,3.0,78:90:1
6107,55+,61.584999999962704,survived,airbag,belted,1,m,20,2001,1998.0,deploy,driver,1,3.0,78:90:2
6108,55+,61.584999999962704,Not_Survived,airbag,none,1,f,18,2001,1998.0,deploy,pass,1,4.0,78:90:2
6109,40-54,101.373999999836,survived,none,none,1,m,18,2001,1987.0,unavail,driver,0,3.0,78:94:1
6110,40-54,101.373999999836,survived,none,belted,1,m,19,2001,1987.0,unavail,pass,0,3.0,78:94:1
6111,10-24,134.575999999419,survived,airbag,belted,1,f,19,2001,2000.0,deploy,driver,1,0.0,78:96:1
6112,10-24,134.575999999419,survived,airbag,belted,1,m,52,2001,1994.0,nodeploy,driver,0,2.0,78:96:2
6113,10-24,134.575999999419,survived,airbag,belted,1,f,50,2001,1994.0,nodeploy,pass,0,3.0,78:96:2
6114,10-24,64.2059999993071,survived,none,belted,1,m,17,2001,1988.0,unavail,driver,0,1.0,78:98:1
6115,10-24,64.2059999993071,survived,none,belted,1,m,16,2001,1988.0,unavail,pass,0,1.0,78:98:1
6116,25-39,45.5749999997206,survived,airbag,belted,1,m,74,2001,1998.0,deploy,driver,1,3.0,78:100:1
6117,25-39,45.5749999997206,survived,airbag,belted,0,f,57,2001,1995.0,nodeploy,driver,0,3.0,78:100:2
6118,10-24,107.86599999945601,survived,airbag,belted,0,m,17,2001,1995.0,nodeploy,driver,0,3.0,78:102:1
6119,10-24,107.86599999945601,survived,airbag,belted,1,m,46,2001,1995.0,nodeploy,driver,0,3.0,78:102:2
6120,25-39,51.42799999983979,survived,airbag,none,1,m,19,2001,1998.0,deploy,driver,1,3.0,78:103:1
6121,25-39,51.42799999983979,Not_Survived,airbag,none,1,f,20,2001,1998.0,deploy,pass,1,4.0,78:103:1
6122,10-24,45.5749999997206,survived,none,belted,0,f,35,2001,1990.0,unavail,driver,0,3.0,78:104:2
6123,25-39,45.5749999997206,survived,airbag,belted,0,m,87,2001,2000.0,deploy,driver,1,3.0,78:109:1
6124,25-39,45.5749999997206,survived,airbag,belted,1,f,63,2001,1990.0,deploy,driver,1,3.0,78:109:2
6125,25-39,66.3459999999031,survived,none,belted,1,f,19,2001,1988.0,unavail,driver,0,0.0,78:110:1
6126,10-24,66.3459999999031,survived,airbag,belted,1,m,44,2001,1995.0,deploy,driver,1,3.0,78:111:1
6127,10-24,66.3459999999031,survived,airbag,belted,1,m,24,2001,2000.0,deploy,driver,1,1.0,78:111:2
6128,10-24,66.3459999999031,survived,airbag,belted,1,f,24,2001,2000.0,deploy,pass,1,3.0,78:111:2
6129,10-24,45.5749999997206,survived,airbag,none,1,m,53,2001,1999.0,deploy,driver,1,2.0,78:112:1
6130,10-24,45.5749999997206,survived,airbag,none,1,f,31,2001,2000.0,deploy,driver,1,3.0,78:112:2
6131,25-39,166.09699999913602,survived,airbag,belted,0,m,80,2001,1997.0,deploy,driver,1,2.0,78:114:1
6132,40-54,166.09699999913602,survived,airbag,belted,1,m,20,2001,2001.0,deploy,driver,1,2.0,78:114:2
6133,25-39,115.623999999836,survived,airbag,belted,0,f,59,2001,1995.0,nodeploy,driver,0,3.0,78:116:2
6134,25-39,115.623999999836,Not_Survived,airbag,belted,0,f,66,2001,1995.0,nodeploy,pass,0,4.0,78:116:2
6135,40-54,102.464999999851,survived,airbag,none,0,f,52,2001,1998.0,deploy,driver,1,3.0,78:117:1
6136,25-39,102.464999999851,survived,none,belted,1,m,54,2001,1996.0,unavail,driver,0,0.0,78:117:2
6137,40-54,51.42799999983979,survived,none,belted,1,m,82,2001,1991.0,unavail,driver,0,3.0,78:118:1
6138,25-39,51.42799999983979,survived,airbag,belted,1,m,65,2001,1999.0,deploy,driver,1,3.0,78:118:2
6139,25-39,51.42799999983979,survived,airbag,belted,1,f,69,2001,1999.0,deploy,pass,1,3.0,78:118:2
6140,10-24,146.64599999971702,survived,none,none,1,m,20,2001,1993.0,unavail,driver,0,3.0,78:121:1
6141,40-54,64.2059999993071,survived,none,none,1,m,80,2001,1978.0,unavail,driver,0,3.0,78:126:1
6142,40-54,64.2059999993071,survived,none,none,1,m,56,2001,1988.0,unavail,driver,0,3.0,78:126:2
6143,10-24,132.777999999002,survived,none,belted,1,f,38,2001,1987.0,unavail,driver,0,0.0,78:128:1
6144,10-24,132.777999999002,survived,airbag,belted,1,m,23,2001,1992.0,deploy,driver,1,0.0,78:128:2
6145,10-24,132.777999999002,survived,none,none,1,f,26,2001,1992.0,unavail,pass,0,3.0,78:128:2
6146,25-39,959.405999995768,survived,none,belted,1,f,69,2001,1986.0,unavail,driver,0,3.0,78:129:1
6147,10-24,141.5,survived,airbag,belted,1,f,21,2001,2002.0,deploy,driver,1,3.0,78:132:2
6148,40-54,64.2059999993071,survived,none,belted,0,m,51,2001,1993.0,unavail,driver,0,0.0,78:134:1
6149,40-54,64.2059999993071,survived,airbag,belted,1,f,30,2001,1996.0,deploy,driver,1,3.0,78:134:2
6150,10-24,130.979999998584,survived,airbag,belted,0,m,21,2001,2001.0,nodeploy,driver,0,0.0,78:135:1
6151,25-39,130.979999998584,survived,none,none,1,f,19,2001,1985.0,unavail,driver,0,3.0,78:135:2
6152,55+,104.97699999995501,survived,none,none,0,f,25,2001,1986.0,unavail,driver,0,3.0,78:137:1
6153,25-39,104.97699999995501,survived,none,none,1,m,26,2001,1995.0,unavail,driver,0,2.0,78:137:2
6154,25-39,166.802999999374,survived,airbag,belted,1,m,74,2001,1998.0,nodeploy,driver,0,0.0,78:139:1
6155,10-24,166.802999999374,survived,airbag,belted,0,f,34,2001,1997.0,deploy,driver,1,0.0,78:139:2
6156,10-24,166.802999999374,survived,none,none,0,f,27,2001,1997.0,unavail,pass,0,0.0,78:139:2
6157,25-39,12.1919999999227,survived,none,none,1,m,36,2001,1989.0,unavail,driver,0,3.0,79:9:1
6158,10-24,14.4599999999627,survived,airbag,belted,1,f,33,2001,1995.0,deploy,driver,1,2.0,79:10:2
6159,25-39,9.46799999999348,survived,airbag,belted,0,f,25,2001,1997.0,nodeploy,driver,0,3.0,79:15:1
6160,10-24,173.82699999958302,survived,none,belted,0,m,41,2001,1987.0,unavail,driver,0,0.0,79:17:1
6161,10-24,173.82699999958302,survived,none,belted,0,f,30,2001,1987.0,unavail,pass,0,0.0,79:17:1
6162,10-24,173.82699999958302,survived,none,belted,1,f,41,2001,1990.0,unavail,driver,0,2.0,79:17:3
6163,55+,10.5369999998948,survived,airbag,none,1,m,41,2001,1997.0,deploy,driver,1,3.0,79:22:1
6164,55+,13.106999999960001,survived,none,none,1,f,54,2001,1982.0,unavail,driver,0,3.0,79:27:1
6165,25-39,8.041999999899419,survived,airbag,belted,0,f,33,2001,1997.0,deploy,driver,1,0.0,79:29:1
6166,10-24,8.041999999899419,survived,airbag,belted,1,f,54,2001,1998.0,deploy,driver,1,2.0,79:29:2
6167,10-24,40.9499999997206,survived,none,belted,1,f,21,2001,1985.0,unavail,driver,0,1.0,79:30:1
6168,10-24,40.9499999997206,survived,airbag,belted,0,f,32,2001,1996.0,nodeploy,driver,0,1.0,79:30:2
6169,25-39,573.365999996662,survived,none,belted,1,f,25,2001,1982.0,unavail,driver,0,,79:32:1
6170,25-39,573.365999996662,survived,none,none,1,f,20,2001,1982.0,unavail,pass,0,0.0,79:32:1
6171,10-24,8.041999999899419,survived,none,belted,0,f,60,2001,1993.0,unavail,driver,0,3.0,79:34:1
6172,10-24,8.041999999899419,survived,none,belted,0,f,89,2001,1993.0,unavail,pass,0,2.0,79:34:1
6173,40-54,8.041999999899419,survived,none,belted,0,m,28,2001,1987.0,unavail,driver,0,3.0,79:37:1
6174,40-54,11.1799999999348,survived,none,none,1,m,23,2001,1978.0,unavail,driver,0,3.0,79:41:1
6175,25-39,11.1799999999348,survived,none,none,1,m,53,2001,1976.0,unavail,driver,0,3.0,79:42:1
6176,25-39,11.1799999999348,survived,airbag,belted,1,f,57,2001,1992.0,deploy,driver,1,2.0,79:42:2
6177,25-39,2.3489999999874303,survived,none,belted,1,f,33,2001,1990.0,unavail,driver,0,2.0,79:53:1
6178,25-39,2.3489999999874303,Not_Survived,none,belted,1,f,60,2001,1990.0,unavail,pass,0,4.0,79:53:1
6179,25-39,176.392999999225,survived,airbag,belted,1,m,47,2001,1998.0,deploy,driver,1,1.0,79:57:1
6180,1-9km/h,315.972999997437,survived,airbag,belted,0,f,76,2001,1994.0,nodeploy,driver,0,0.0,79:58:1
6181,10-24,0.927999999999884,survived,airbag,belted,1,m,24,2001,2000.0,deploy,driver,1,3.0,79:59:1
6182,10-24,0.927999999999884,survived,airbag,belted,1,m,17,2001,2000.0,deploy,pass,1,0.0,79:59:1
6183,25-39,7.053999999945519,survived,none,belted,0,f,26,2001,1988.0,unavail,driver,0,1.0,79:60:1
6184,25-39,7.053999999945519,survived,airbag,belted,1,f,22,2001,2000.0,nodeploy,driver,0,1.0,79:60:2
6185,10-24,24.737999999895703,survived,airbag,belted,1,m,17,2001,2001.0,nodeploy,driver,0,0.0,79:62:2
6186,10-24,24.737999999895703,survived,airbag,belted,1,m,17,2001,2001.0,nodeploy,pass,0,0.0,79:62:2
6187,25-39,2750.77399998903,survived,airbag,belted,0,m,41,2001,1997.0,deploy,driver,1,1.0,79:69:1
6188,25-39,8.6929999999702,survived,none,none,1,m,56,2001,1987.0,unavail,driver,0,3.0,79:70:1
6189,55+,6.91599999996834,survived,airbag,none,1,m,22,2001,2001.0,deploy,driver,1,3.0,79:71:1
6190,25-39,12.003999999957196,survived,airbag,belted,0,m,48,2001,1994.0,nodeploy,driver,0,2.0,79:72:1
